Column_01,Column_02,Column_03,Column_04,Column_05,Column_06,Column_07,Column_08,Column_09,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20
80090.0150,-75795,75895.0112,60343,80208.1653,45327,31294.8502,-17382,52431.8015,50201,-97484.0782,-82526,77935.8751,-79252,-86860.5662,88121,67153.3148,-39230,9241.1929,-28301
-50057,-60356.2942,-30570,-81612.9326,74880,-98463.1126,16268,93025.8635,73410,83131.9802,-33759,-82516.3523,99765,99651.0798,89509,91962.3789,-14644,-74594.5306,-59035,83445.2740
73760.9053,-1261,7311.1048,42412,-18215.6750,62266,-92145.1399,-31036,-75679.2983,84265,99679.2969,-76627,-96092.8877,-83232,-67123.8093,-41373,-40749.3635,14279,-9244.2140,64402
-22423,-20414.3893,-59519,50642.5513,67813,75303.8811,29825,34333.1296,-89721,-68222.9034,-85927,-98346.7119,51195,11242.5267,87128,7197.2397,-74806,-99300.7618,-41094,54332.0238
-63755.6713,-34354,57034.5212,-1610,55355.9993,12702,85032.4549,44412,-32050.3921,64485,85025.5726,60936,40753.4609,61034,-66347.9422,-35319,-29441.8882,36483,-50353.3640,-38987
94396,39638.3230,-2562,71633.1291,-38210,-72381.2812,-66235,-86546.2302,-79909,-56110.0534,66835,-52951.0954,29016,44930.8300,63145,38623.9739,-21418,-89709.5504,97159,77862.0828
-66348.3966,-41610,-13968.7261,22651,-53123.5585,84469,-8591.1722,67988,46790.6130,-13795,-92184.8418,-82840,-41642.0602,-57151,79394.9283,-26905,-60319.7455,28022,-61718.1160,-74162
63254,-795.5815,79232,-68942.8227,-37215,53816.6559,20974,-28390.8144,60063,14385.1142,39984,88182.9608,21708,-2027.3609,-50075,84100.0459,-59543,-88656.5058,99348,92630.4059
-27581.0992,-65814,16810.5107,50962,-59788.6405,20374,82167.7012,57853,-65868.5204,71820,-19958.3205,40461,79116.8983,61626,-31537.5736,2452,-28959.8620,61268,74716.6665,-27334
-90304,-32584.5103,-74951,-73078.6837,-18213,-88416.2179,-79227,32277.0693,-29344,-96113.8858,-8397,-66341.3416,62149,32824.7159,77258,-75286.2040,3950,38523.6073,10656,-75918.1309
-73655.0110,37865,64641.1031,-20330,-23533.9412,81233,-9037.8478,4490,47953.8932,99438,-53227.2394,18957,65160.0436,12441,-85575.1079,-24075,72409.2133,72240,-28008.8721,-74964
62960,7146.6503,48032,-59634.8661,9886,63178.1598,-58879,2275.0599,-97780,10455.8488,-69216,64134.6145,53340,25705.1118,-78598,27835.1313,50548,64129.6354,92376,-31366.2927
-74809.6312,-22885,38458.7598,-4388,-32664.7421,20941,50616.7564,-68743,92928.1533,39175,-35156.5354,-31971,60263.2125,58428,11332.4324,-42568,35391.8075,78779,-33670.0391,-38522
17375,21779.1190,85290,89132.0294,68006,-29056.4114,-30968,-89267.1801,-19344,28196.8358,42931,80790.2921,-39407,-37755.2595,21510,60356.5233,57286,77007.9701,-15734,-66840.9757
76456.5624,-75491,-96826.4982,15645,76347.7554,-7383,25963.1607,-79914,3883.0639,-15064,-27162.1749,95618,40144.4656,18983,44050.1292,6255,-56321.0655,76188,-57357.3971,45609
2990,4127.8163,52027,88887.5596,81889,-43619.0053,-86494,39215.8301,25043,-56577.4719,84781,-80776.3345,-13033,77786.2842,-86718,-92719.6928,-1828,19692.0381,-16525,9681.2888
67331.6609,-80633,-31249.1369,64728,83920.0444,-64519,89665.7689,-34897,88821.0798,-2191,35966.4217,61140,-34326.3436,-42475,-38290.3477,88273,17307.1642,-82961,67378.2917,-71727
93856,-29695.6824,-36492,-44578.1640,37053,5600.9076,-75853,-91233.4134,-86521,95394.0522,-18431,23419.4023,-76774,-63071.3092,-97853,-12415.0890,-78367,7333.7865,23851,87955.7725
97982.6200,-89525,7696.5289,-9054,42296.5530,15434,-55294.1543,35103,69616.6549,-11016,5260.8104,14952,41931.1371,87947,94539.8529,-15606,-19252.7315,-63703,-77682.7703,82293
71041,66592.2165,99232,96975.2215,10729,64739.6008,-58178,-3248.2002,6673,-95187.7625,-52817,-36813.0142,307,47257.1458,29913,20068.1743,75147,92314.8415,-76790,-52150.3668
173.2328,-80943,3997.2909,-73989,60203.8770,72292,26174.0993,-45192,-95129.3373,29809,21550.8104,32876,-23903.4760,-73176,38915.8676,-77952,-36564.8565,-3537,24363.8064,70543
33714,4076.6005,-67804,-28534.2470,-14005,31881.6504,33832,35835.1087,-72731,59049.9391,-5620,75980.9661,-91298,-64581.9661,-67506,-75441.1681,-39735,35942.9681,-1512,-80911.1460
36009.3124,-31251,95357.8087,33704,-90443.9265,-72768,46164.3054,35718,-97864.2628,95234,-73441.1336,-38719,34951.1997,-7503,79987.9243,61416,49835.7445,99395,-54337.5552,-84279
-64521,-15718.4277,52642,-73219.6685,70475,72246.2241,65024,-88807.0730,-78076,-12411.1034,-33569,15524.1971,-30166,-88014.5151,20910,-47756.2703,-87604,-67361.2136,-35157,34116.7405
7492.4329,75821,79254.4592,49808,-43254.8396,-61831,88679.1216,-53793,-62153.8832,89039,84361.3838,-27993,9238.6242,56975,-95259.2444,75139,90366.1458,85452,-17243.0989,-81559
-33885,40493.1243,86024,53433.3432,88906,-64285.9765,-70732,87920.1683,51427,76363.7379,72942,97054.4579,11555,70716.8208,-38739,74058.6739,73172,-7553.3342,-5050,-6335.8146
-19165.4159,-7883,-93276.2883,-66875,28880.3100,-81749,-82407.2016,-92205,-11781.1711,-53221,62395.2242,663,-73704.9620,12915,-40762.0599,71712,-80527.9144,-41777,-9375.3947,22071
-32702,-25192.5107,-47738,31718.5238,47268,34406.2045,-61195,-17290.7022,33542,-21800.8740,-38946,88831.4565,33771,70804.1917,-54554,30071.8182,89797,-37440.4510,78037,88407.9004
33357.2370,87211,52275.1771,-21820,-19599.1069,-2985,-83521.6062,67205,-87872.1663,-30501,-40348.9061,-31762,-16377.4258,5443,-45647.4786,-69596,-31595.4778,-13361,-91126.5223,-8029
-54106,-24648.3815,14358,77311.5373,41607,42763.4429,90329,79084.0061,-59012,-68259.3557,-72193,-40117.9136,39562,17276.7338,-45385,-92290.8525,83553,-95187.9562,-27719,-7102.7279
95300.6473,87851,42541.2139,9252,84883.0299,42442,-11596.2505,-91251,-14955.6447,-38632,-96206.6969,-78968,-70837.5639,-38975,10189.8564,51968,-10262.1578,-58713,80841.8666,83199
-52867,-36311.1885,-62474,94725.5147,1359,60269.2367,-21026,70585.7686,-90562,10088.5107,-17754,46510.7364,40396,7073.2238,61445,-31788.7465,-29896,71543.1432,-93990,60245.4254
1374.2122,33096,-34797.5103,-92645,35118.7419,-68697,-79106.1655,-17898,-27267.6587,34751,-56938.7300,-44212,-82347.2897,-40610,85991.9454,-59237,65332.5991,16976,-61226.1447,-28323
-84142,57702.4797,94742,36726.5233,-416,87629.3119,10816,-10668.1983,-43780,-91391.3342,-63200,15033.1413,83918,75983.2949,46704,-2080.4841,176,-25533.5418,-27573,98203.3650
-30636.9522,34834,70544.6370,71910,-30427.8719,-5762,70839.8870,59192,-44879.4999,-52406,1266.4832,-77387,-22555.7097,-80175,6609.1266,94945,64669.5329,-24913,89009.3932,2281
-78752,31094.2256,-3674,-40432.2365,72501,-60566.5416,29198,-12554.6156,-43343,39869.2733,-68285,96866.5098,51499,-76426.0455,91502,-54747.4470,12391,-81647.0581,-24088,55876.9034
-7322.0299,87816,64800.4378,-83712,-32549.8659,-9580,99517.8182,-74011,44550.7130,-69133,97189.7504,-80367,-49542.0549,-93571,-63655.5399,12150,93215.6424,52413,-46961.9284,25258
-52987,-96738.4872,16493,84468.8472,-18231,-76054.1177,8354,-38792.3352,-9599,75448.3175,3277,65059.2097,91300,10335.5707,-84396,-41591.8918,-65897,-1398.0881,-84156,18151.7897
50085.1786,-35400,33445.3746,56138,-27091.1318,-68523,70463.9928,-7154,98454.6770,55349,-15875.5396,-29265,-36740.1952,2015,78961.8234,96205,61385.2267,-492,21405.8584,-85072
19709,-50163.4851,85765,22678.3904,82810,14748.4218,-27053,53047.4806,-70603,58739.0840,-69059,58913.6638,68454,-92764.1607,-53854,-87625.0382,96718,-81732.8827,-29205,-41114.5392
10539.7483,-75433,12008.3041,47641,-71310.3629,88525,15611.8195,43852,-24902.3364,-83340,20038.1612,16282,7968.2175,14514,96263.2011,-47682,11430.5693,7933,58422.8098,9681
99694,-22949.6563,-49411,-30562.2976,72587,16672.2599,-84860,9312.8668,-14385,3963.8698,26762,-37571.7556,-16582,37158.8808,-5197,40848.3211,76703,47513.2688,86598,7550.6901
38139.8443,94674,-28656.1223,98355,-51965.7189,-18158,54882.7441,89803,-98791.4049,-8863,26259.7325,-83498,68548.9265,47022,-32719.6744,-63043,46536.9810,50365,76679.2569,-99806
-74186,-92058.2800,72972,-70526.2360,-92923,-93447.6763,53772,-45308.6918,-79816,-80948.7805,-97971,-6805.7752,-64092,-28762.0840,-699,1364.5988,-93355,10589.3921,16681,-71236.2001
62864.8415,-58006,28428.6927,-38669,-87150.3258,-29409,58749.0158,73339,-1629.8111,60703,50587.6007,84737,99900.2276,49011,12060.3374,-70684,90443.4881,73739,-38809.6451,33759
48872,-3809.0928,-24228,-80171.9104,14517,-89652.7786,-48505,-6450.0065,-87974,-66248.8963,-63973,65931.2712,2791,-25076.2717,-86588,-10572.8366,25438,-17838.4389,-13705,-73402.7460
2732.2745,94693,-10399.9903,-8670,41222.7761,-39422,-99591.3113,60876,6982.8789,-34274,75065.1263,70620,-66871.2305,-27242,19812.8893,60388,-32557.8980,-36967,-78335.6395,-96140
-29403,-174.0864,-61879,5145.4903,-86496,31150.3921,1951,-32504.4579,45951,-50676.3274,66644,6601.4937,-8809,54917.4476,34961,-53481.7510,-86229,-14352.7540,-27774,62425.2915
-58854.0796,-32999,-56850.1416,-66220,6202.2339,78453,49417.4100,-52876,-34825.4650,53607,-45203.4574,84346,-87419.8726,68872,10218.0186,41679,-47503.9873,-93739,-70441.1719,15909
-60278,81881.6565,89465,-43165.0905,65733,-65375.2034,37337,13861.5310,-68672,86145.7206,-70759,3373.9511,-38915,78326.1096,-96492,85232.0421,-91677,-36939.7746,52007,-99955.8136
-49692.2924,-2829,-58462.9960,91787,74483.5575,39500,87345.6704,20445,8417.0724,20714,-13979.9354,-37848,2642.0019,94053,-3407.5803,-89765,-73670.2144,46212,65365.8359,39209
98965,-53013.8502,-32585,63950.0192,-15001,37444.8391,56092,-35264.8410,-46291,-58415.8781,88040,25087.7440,68508,-19329.3713,7119,-24831.6381,54427,24804.7578,36264,-24335.0752
77682.3691,271,64218.6170,27746,-15308.3651,32061,-14832.4545,-11803,-168.4880,-31019,-25771.0388,-2020,13676.9109,-90631,-970.2268,509,23928.4615,28360,-66863.8045,-92164
-79603,52665.5612,21396,13344.2476,64140,-79369.7997,50286,89545.8379,-25993,-64368.8084,80557,75168.3224,30469,-44982.1046,36080,-36311.7557,-40567,21928.2262,-14505,-82612.6339
-3048.7029,36988,-16697.6495,14733,91798.0544,-20433,-53727.2331,-29856,30423.0390,-23083,-45132.3662,-17537,-11420.2686,91424,-12620.2314,-87776,20849.5886,-89426,-74089.5486,-60505
8956,70578.8653,77246,98428.7120,41225,-22875.0279,55124,61064.5038,-27686,78334.2925,82477,1887.9090,-92156,-81658.9377,-94901,11894.1957,18338,-11463.3180,23763,-29488.2397
17995.1282,-66244,46580.6850,38591,64887.0641,-1557,-40799.2309,20407,55807.9157,35162,63151.1964,-60990,-84425.0052,-56849,-23380.2895,50807,-96221.4809,23079,-8171.3522,64882
3594,10934.2042,-13718,77371.1228,-92243,-6869.4935,-27936,-65456.1378,-24351,9578.2424,94514,-75769.3214,-28936,16979.7452,-71168,-86465.6803,75274,27956.2404,34664,-27218.3194
49959.2942,-1222,-26339.6501,72313,61128.8230,82530,83056.3402,88147,71252.8646,-14884,16437.6976,-65513,40929.2068,18130,72970.0744,-17697,44232.9635,-58201,-62485.8042,96735
-42527,-29914.6082,-94352,-25214.6047,-8080,63928.7548,10626,17844.3498,28995,-97032.8340,92004,7346.7051,57812,26331.5170,-36364,11943.4030,73407,-62651.9334,31759,-12260.2807
9831.9863,255,-76924.7551,71756,80266.3266,54081,95542.8014,59710,52796.8153,15029,88833.7001,81647,-21324.4212,3661,-83401.7958,-67211,-52978.3892,87217,1570.9502,38940
22829,91129.1010,72265,-341.4021,-39445,21365.0637,76835,-83355.2870,51417,10576.9980,90473,-78473.2789,91372,3541.7992,49458,55457.6030,-81480,-55905.6433,-34824,-66360.0575
41942.3182,-35233,68337.7367,47758,-27115.8762,77945,-93054.0843,-79044,-51417.8787,10756,-76339.8869,28052,-92759.7573,94547,-27795.3378,-69012,-64807.8491,19505,45578.0995,89902
-10378,-52095.2822,36138,-32105.3006,23844,4396.5992,-84061,6161.3081,-37041,-5654.3533,-15390,89927.9079,-79402,-93893.1137,29453,63839.3280,33213,-64136.5075,29187,-59063.5363
-16931.1503,-28827,-72869.5107,-46996,-81906.0305,-9779,4828.7337,-11783,53452.5685,-91500,-11883.1618,-32173,29948.6017,-63260,-75502.7575,-71044,-24643.2815,50816,98157.6487,-90368
-63857,88199.5778,-10221,-98665.8980,48046,-26972.6393,-60706,29736.6236,60276,24112.8427,75151,-79061.3750,94824,-99649.2798,32624,63952.2111,44240,-49906.8636,42504,76156.0044
87719.6537,45888,-58308.5018,75886,-92198.4803,-52054,61530.6579,69268,-83295.9953,37845,-91242.7129,-40321,-71425.1448,91655,77244.5922,-22148,-50775.2949,39656,-51240.7404,2513
-18590,-94384.9195,57146,-21286.7395,56077,79308.9355,76499,2987.1846,55554,4703.7007,8267,-96253.7294,-94320,-59248.8658,95082,-58955.3323,-60678,-45032.9688,53519,30261.1021
-11459.3442,-7320,-71960.5163,85284,-41203.1395,41425,34658.6654,-86981,-99644.4239,-45167,41834.0406,36391,75758.5946,87119,-11965.3385,-1871,-27703.0858,-54572,26601.6457,-63054
12394,-97859.2718,32653,-13434.6992,-49189,77952.0688,94185,-36913.2884,19332,80340.7443,-95698,-85540.0328,83004,-28549.7785,-25059,40590.6240,-23310,-86599.0618,-92854,-22324.7527
46812.1395,-30842,2000.0546,27257,-44053.6828,-1132,-44450.8021,78723,99540.2019,82179,-42970.3710,-28926,46130.1146,52375,-42020.8979,-73223,-48424.6273,-20134,52951.4208,-76865
7619,98425.7458,82820,38436.1953,53207,33077.6807,-59232,75089.9566,25468,96428.2923,-72379,-73771.9138,-85967,84051.9437,-57201,-37583.4003,38010,74582.1167,18355,20722.3835
4212.8844,95540,52671.7710,52814,57261.0951,-94649,-39685.3429,34393,-87787.5062,-36572,-46712.9156,31732,73504.7699,44236,-13753.9710,34535,-3415.3838,44003,29037.5664,-46509
93175,5736.6152,32141,63470.4425,-51856,-37429.5271,1549,62266.0991,-15200,27416.6877,-15228,63728.3464,-43518,85825.1502,17557,73064.4461,56857,-65305.6085,55595,36644.4307
-15534.6782,-62412,51654.5011,50192,21424.3813,42910,-31529.9109,-25300,7157.7391,-23257,98321.9377,-2436,9239.8558,-9715,55773.8705,61764,-97594.0186,33544,90554.4495,41979
-28454,-57714.3691,23974,-64290.2340,42908,-66280.4991,-73238,-77164.0519,-69530,44356.0071,-15297,-96083.2853,-72464,17847.0037,20260,-32722.2148,-63031,-52938.9610,-23179,-29669.4790
-50416.0767,-99119,-30728.2764,95729,77636.7530,13249,11445.7027,93536,58177.5979,-34495,-45970.5088,-48669,11602.8156,99703,-99247.9171,36944,24864.9796,-4976,-91231.2677,-61343
-51575,-18490.6704,-67042,-84757.5438,9696,53291.6676,41909,-73058.4592,-47697,-48510.1691,-93586,12043.2973,12860,48212.4791,27798,-97926.4230,73055,-65389.7652,-94246,-14953.3229
-35132.8590,44415,-7672.9951,-79285,95394.9580,73763,79329.7578,-64134,-86388.5480,-39007,78508.5997,2005,-62450.2625,93325,5512.6067,-2359,80479.5923,-78948,83923.3488,43558
3598,-12342.3471,-57979,21803.9274,86013,1017.9445,-85334,80650.8863,-19101,98755.9930,-79205,73652.5876,-79075,99186.2537,-64787,84824.1641,68504,97696.9927,19540,-49023.3312
4367.1669,57005,34333.0199,-66443,-89267.7749,8454,-78897.1100,-77623,-61475.8016,-2159,12127.7619,-54767,-48727.3305,13274,49836.1051,35152,75492.9959,21495,88972.0560,53180
-97135,60544.4705,-97971,-75959.3222,-33003,31402.6858,64511,57914.6207,-50182,87043.2406,29866,77768.3006,84400,4194.6292,86305,98037.7967,31159,-26993.2312,-24427,-91770.2771
-94194.6625,19398,87945.8064,65324,-6465.9935,-10674,-2949.8573,48520,2759.1904,28734,25456.2836,-91799,3555.1071,82633,85649.4646,-29347,66614.4838,-64563,-50153.1671,5706
-73909,33680.7851,-9511,80274.1033,61998,-39521.4726,-60843,-21242.9816,-17804,-84944.3864,34256,57870.5487,57071,17204.6740,81792,-83308.9016,61789,-37169.7774,97713,-21496.7193
52641.7326,58044,-94300.9591,-97395,-95199.1212,23711,-23395.4180,-92580,64163.2534,-88919,88139.1854,-53174,-65372.1276,12103,76698.5131,-71478,58166.8330,-12618,492.3701,-30188
-17076,-63154.7648,-65763,37030.0816,-80566,6287.5410,53476,19909.2941,61353,82117.6830,94673,62906.8253,-27722,-29824.3717,-86214,-61066.6390,-20969,10831.2337,64744,40481.9818
-23076.2153,-29780,-75307.6872,-38053,33710.2391,43747,62941.3466,-33127,28694.9377,-9628,-91922.4666,2470,57607.0149,78040,55367.5547,90774,-91177.4943,-54755,-62999.9561,-85067
-67201,19729.9363,79522,-62871.1608,8848,97201.1217,-27122,-16766.7867,13192,22796.8476,-30605,879.8753,-78284,34409.3633,-82361,-32949.1193,97787,-30949.7849,-75234,24095.4129
-2353.7362,-78360,-50867.2404,-47543,-63240.5131,-65812,46522.0259,56444,80151.8928,26366,94819.5452,-93140,63524.0423,-69133,-83628.8184,29125,64360.9378,3961,-23741.7077,-18192
-54958,-24760.8576,57621,53674.8797,-42086,82605.1362,-52141,50250.8097,-53524,-86272.7086,83468,89894.9330,38171,-48873.4448,19946,-84940.7473,66714,-33356.5505,-32863,28609.7809
-11394.4174,11762,-16597.8768,-99841,-39109.4844,88783,-41536.9153,-28325,19508.8929,56693,99297.4154,-93170,-64150.0535,-15570,-62158.9657,-19229,85306.9244,96912,-68728.2801,-72318
32343,-73023.2421,-68765,-51903.3687,52043,-73812.4081,14098,39963.6276,44883,-32425.0834,31634,-58759.4516,-19660,-39123.3381,11138,-6721.2680,-31877,-40656.0080,-29081,-85585.3956
70396.2718,60412,-79319.3331,50943,87112.4681,-97096,-49285.3122,-73659,8168.8056,-15183,-83467.5522,-21332,81792.8739,79892,19097.2608,-49309,-11496.7080,-26392,-95807.0456,-75737
30968,-66348.9074,93353,88230.3268,17014,66087.7410,64969,83386.6107,51100,86093.2372,51552,-9901.4608,-39633,50919.6205,-25234,20654.2429,-39443,53186.6861,-48783,39740.9316
-78816.0604,-73595,-62531.0503,46617,48749.7472,-407,83657.9999,-48859,36873.2995,-39338,-59963.8734,-30495,-25428.2701,74901,357.1187,19220,59623.5481,425,86214.4331,-93241
99534,88786.1187,-90849,73588.8361,-90946,-11191.4511,40192,33898.3401,6603,-74149.2523,-21379,-45043.3699,46833,-84024.9992,51885,-84155.3799,-48576,-17180.1684,-7625,-66922.3647
74632.8218,8818,82223.1617,63032,51528.4119,50121,1206.1811,76650,-23140.5504,14219,-93698.3490,-61611,-81425.3364,-65137,-32679.9568,-91318,-73475.3550,99837,83083.8050,-71600
43478,-51360.4111,11438,-24719.0768,73353,-80010.9584,-49552,51035.4597,-49601,-88692.9818,62629,-54138.9485,-68142,-75648.6092,15155,-88049.6769,22814,40300.4769,45191,-1400.2222
24877.8766,-54057,28194.4291,92360,66894.8276,78862,-51296.1374,-33241,75577.9140,-48924,33164.0377,-58859,-90896.7613,88641,-3611.6287,-8572,26197.7393,-99297,-90465.3318,32908
-33388,87227.3657,50730,29109.9115,67616,59001.2338,-65907,67775.8257,-92404,-87188.2275,-42890,41978.8133,96755,-93018.6629,-36668,82367.8145,-11479,62023.8081,-31393,-16679.1456
45995.6901,-90604,93354.7391,98112,93995.0533,-27335,99776.6466,-11149,12772.3690,-29086,-63221.0040,-26342,56312.3487,-11065,70708.6927,-6902,1910.6385,-43018,78335.1680,41835
80713,8165.4973,78523,26937.9183,10145,70514.9764,-57378,6872.2068,-64546,-98657.2378,-79827,-9799.7723,-15825,-73190.1101,19026,98944.7981,73380,-47038.8067,-68978,-14868.7482
-42863.5223,-11110,-37102.8315,69809,-44157.6251,21004,-54726.1423,-96468,-90267.9861,-35419,68534.6499,-82102,-35854.8390,27901,31567.7336,-37769,2181.4378,76669,-66528.9076,-48958
-90065,-87131.7868,94124,34459.2557,41968,-4600.7155,54661,96639.8025,91529,10858.2140,8192,-50098.6668,-9498,-96438.9516,63478,33416.1793,53460,22596.2498,17309,-68770.3124
-82943.7775,10514,60928.0848,-67978,-98706.1517,-38817,-65957.5629,-83840,81175.5804,72409,72305.0550,-44936,14177.8413,36580,-51632.1009,-87260,63015.7542,43729,-38418.5138,32462
-33841,28522.8005,53874,48390.9086,17249,-49790.0663,-67476,-4334.2825,-23067,-80027.9025,76403,18330.7491,34225,23130.5024,-97482,86057.8940,-99204,21031.4024,-66568,78077.7386
-14144.5611,56064,35514.4226,48232,-93188.6493,32453,-69512.5444,79101,-57413.1061,-44118,88812.8781,64252,20149.4088,-50716,-90203.5601,82419,-13358.2979,-14912,48588.6130,-48098
-37444,66973.5431,96772,-8458.6325,73906,-79975.4941,17597,-9781.6788,38631,-33596.0089,-80386,22517.1690,-44098,-79258.7223,61741,18548.7416,50569,-82548.0945,85378,34169.4980
-84740.7508,-96903,-3913.8158,18046,-37998.7434,63422,41251.5935,-97019,-25949.7329,92222,90915.4217,95266,-5523.7178,51502,30638.0988,-59730,-58298.0087,91201,82369.1177,-64772
20588,-98850.4732,-83361,16612.4161,48954,-27789.9984,41809,-5471.2748,-95862,40037.7021,8132,-5566.5379,-16873,-51658.6338,79021,-6528.3176,3529,2030.7213,49805,-66473.4127
-85168.8792,-60347,62137.7206,-41726,39732.3080,-99701,-18390.0757,-28659,57788.5316,52114,-93312.7398,84370,-97342.7205,-6908,6294.3232,54015,-34812.9546,-39318,62475.2029,24142
-7605,1879.5439,-3775,64705.6918,50840,44090.0001,-18605,44174.2225,71560,-52466.0415,71984,13636.2370,-90937,39308.1764,-2308,-18836.6569,20557,66348.2177,-69759,-55697.5889
78815.1916,5376,25056.3474,94550,-38479.8636,79616,6701.7102,-58241,41446.2130,44058,-23616.5385,-95635,92817.7878,27484,47388.4984,-3664,36324.9524,-15740,-40589.4015,91259
-21357,-38872.0099,-82674,46926.2799,-30815,57640.0573,-23379,48605.7955,80714,-66802.0649,-75311,36415.6421,-93297,90619.1651,6851,93821.3154,77999,28133.6405,72020,53774.6984
75990.7277,76998,37404.1125,25228,-5868.8286,48597,81857.0830,20518,-85118.6710,-35391,-21003.6938,-21710,13268.8355,45089,81626.1084,-11553,91095.4881,64412,-16116.4071,-43831
-32524,-97779.1954,-45877,31637.9688,-86939,58809.6588,-97582,77978.6800,-35631,43569.8275,60802,-1358.9548,-41457,62957.1757,71127,13037.0939,13623,-46946.1876,59624,-23841.3587
-5134.2306,-87297,18925.0493,-36245,30007.6001,42718,-63884.3328,-32930,-98.3670,33521,71578.8701,-59439,-47434.8727,27055,-29631.5294,22596,14657.1042,35292,-69662.2745,-16282
73491,-51647.8957,-8289,71503.7289,-23744,35832.1490,-75053,-70461.2386,-8897,93336.1178,-43403,93542.2174,99897,19819.5250,-38157,-183.3453,-91242,63753.9551,-20472,30593.1510
-41274.2057,21622,-39820.6706,83692,56916.4777,-65106,-62794.7006,-52695,-49914.9221,-29729,-43272.3633,-95748,-65410.8745,-369,-80909.2013,-67334,36967.2846,-4609,-61023.4321,54756
30503,16875.5895,-9432,-69612.6659,90381,-10397.7543,-99612,40077.1534,-2816,16117.0485,80834,-38640.5739,53841,-96629.1568,-62944,68740.7923,54265,-91780.9352,-68640,-89169.2369
-75408.9527,-47733,-9065.3093,-16369,-27172.4355,-94231,24132.9340,-61476,29734.5124,-82612,11366.3062,-47058,96725.7240,-62487,68181.4624,92475,-84200.8122,-39145,9563.6668,-79754
-46901,-67287.7629,30905,-99812.4791,34521,-37457.4137,31012,1079.4000,9658,-50537.1797,5470,75145.5098,-70540,24590.3670,19180,27451.2639,80510,25151.2089,12587,-4250.9151
3425.8710,-9721,-7562.6733,-42785,18349.3434,-95337,-48813.5295,11096,45550.4016,63181,69442.7460,-69803,-17787.9193,-77983,-5035.7281,-42416,32865.4447,-48245,18925.6104,-62927
-99294,91906.6180,72898,-98210.0203,17894,80647.7687,-74177,39801.1771,65145,92475.2869,71697,54950.1151,-11760,27242.2623,36023,-2159.1644,-18451,31287.7117,-81140,85150.8122
58854.6516,34847,-11953.5269,63990,36512.5919,55081,17682.3474,-59173,-17867.7060,14119,81345.6870,90217,39068.8220,322,61864.0030,-95866,-61803.3182,-55627,-74469.2527,-23990
51586,-98088.2574,84016,60631.4948,-99533,-67883.2586,93449,-24239.8694,87661,-18175.7292,96094,-60514.2605,44742,4579.3621,88666,-47206.4679,-3427,-79109.0362,-76826,-56209.7132
86254.0971,62617,46435.0825,-6399,58382.5178,67900,45559.1409,-71088,-69626.9217,71284,72373.8491,44008,-75412.1432,18361,25259.0648,12131,10482.8672,35286,87105.3773,61520
77226,-45068.7286,-82279,-95685.7848,-11860,12992.8227,-49627,-16096.2442,6511,-38965.5005,-78518,75532.4878,41485,98812.1592,39526,-35280.8797,-44479,61042.8408,61506,-89396.2479
66320.2648,47554,-80006.6916,-42047,-54282.1761,-52889,-5862.2530,63394,-92149.9275,-44931,-67869.8775,33532,78648.6334,71491,-88374.2239,12483,-99704.6320,44383,-67860.6863,41818
19572,28319.3242,-87308,31088.1695,-85015,90081.6944,58396,26649.2686,-90755,-9922.9094,-82288,-38958.0951,-48061,-68363.4117,55149,87776.6967,15848,-31352.4850,39148,-93937.3926
89434.6776,73920,-41099.1990,8355,-26633.8834,-71115,75936.3481,54869,-65521.1038,15748,-48708.1007,26247,92035.6451,-3496,-82943.8617,43433,-73404.5237,5002,51655.3679,-57105
99159,-80633.0841,-25719,-56189.4992,-45873,-3319.7340,-61656,64688.9417,82140,-74666.3000,25686,-70155.6296,32184,-58415.5156,-52222,-41174.8379,93700,-7757.8556,73336,-18872.6486
-26637.1640,41222,-37212.5807,54089,-76323.0998,-49377,-47257.8687,-54110,-72883.8185,24777,-63012.9117,-51303,-8890.7604,20090,-17190.0434,41170,67120.6927,-476,-27234.6441,67323
-88063,18756.9187,59733,-90532.9307,-84851,75587.6933,-10231,28888.6846,98635,22964.3786,-36984,50878.1398,11995,12147.1984,-91392,12939.1878,-48427,96287.3251,49544,-15920.1682
73788.9379,54510,-5509.1170,-32309,68398.9489,-9505,67338.5281,66205,84860.7331,56990,6540.4891,-52541,34648.3746,67797,-10460.3811,-25673,74491.0495,53694,38405.7007,-1953
22013,-27021.1307,24393,18207.7519,-77117,-77285.3937,23580,-83869.4076,95526,3009.9382,-17516,27552.7479,-7006,-34328.1149,26801,99769.9596,8258,42879.4271,-27667,-29824.9524
3140.7730,-27175,86546.5188,-23947,-21213.3204,-31528,-11112.1992,50630,92307.7307,-54039,-86445.7409,61652,15278.9047,-34059,-97648.7770,33215,-33003.8251,59092,34714.6836,-89909
-52501,60797.3567,62050,-9084.7362,31130,-66190.5133,-57026,51837.6948,-94859,90170.0855,42377,97408.0586,39278,39065.3376,82181,-61083.9545,-18919,-54966.8643,65951,-68704.2177
-25153.6262,-34329,68668.3890,48617,9137.8889,-46348,-85774.7908,65558,30539.4951,14258,-13013.6334,-68179,-43541.4495,80597,-72987.3164,72000,-60247.5612,-92230,-94004.3989,-78876
